State,year_month,pdsi
CA,2010-08,1.53
CA,2010-09,1.04
CA,2010-10,1.99
CA,2010-11,1.84
CA,2010-12,3.14
CA,2011-01,1.98
CA,2011-02,1.82
CA,2011-03,3.03
CA,2011-04,2.47
CA,2011-05,2.82
CA,2011-06,3.42
CA,2011-07,3.84
CA,2011-08,3.5
CA,2011-09,-0.21
CA,2011-10,-0.08
CA,2011-11,-0.45
CA,2011-12,-1.63
CA,2012-01,-2.27
CA,2012-02,-3.18
CA,2012-03,-2.31
CA,2012-04,-1.74
CA,2012-05,-1.96
CA,2012-06,-1.85
CA,2012-07,-1.74
CA,2012-08,-1.58
CA,2012-09,-1.89
CA,2012-10,-1.97
CA,2012-11,0.24
CA,2012-12,1.08
CA,2013-01,-0.8
CA,2013-02,-1.66
CA,2013-03,-2.43
CA,2013-04,-2.83
CA,2013-05,-2.98
CA,2013-06,-3.28
CA,2013-07,-3.51
CA,2013-08,-3.23
CA,2013-09,-2.61
CA,2013-10,-2.93
CA,2013-11,-3.4
CA,2013-12,-4.37
CA,2014-01,-5.88
CA,2014-02,-5.87
CA,2014-03,-5.59
CA,2014-04,-5.53
CA,2014-05,-6.05
CA,2014-06,-6.77
CA,2014-07,-7.01
CA,2014-08,-6.35
CA,2014-09,-5.53
CA,2014-10,-5.3
CA,2014-11,-5.22
CA,2014-12,-3.98
CA,2015-01,-4.84
CA,2015-02,-4.86
CA,2015-03,-5.67
CA,2015-04,-5.53
CA,2015-05,-5.11
CA,2015-06,-5.13
CA,2015-07,-4.85
CA,2015-08,-4.75
CA,2015-09,-4.48
CA,2015-10,-4.48
CA,2015-11,-4.3
CA,2015-12,-3.57
CO,1992-01,1.34
CO,1992-02,1.19
CO,1992-03,1.39
CO,1992-04,-0.99
CO,1992-05,-1.04
CO,1992-06,0.54
CO,1992-07,1.17
CO,1992-08,2.19
CO,1992-09,1.53
CO,1992-10,1.02
CO,1992-11,1.52
CO,1992-12,1.52
CO,1993-01,1.98
CO,1993-02,2.99
CO,1993-03,3.14
CO,1993-04,2.98
CO,1993-05,2.84
CO,1993-06,2.68
CO,1993-07,2.04
CO,1993-08,2.7
CO,1993-09,2.48
CO,1993-10,2.86
CO,1993-11,3.1
CO,1993-12,-0.19
CO,1994-01,-0.29
CO,1994-02,-0.1
CO,1994-03,-0.58
CO,1994-04,-0.09
CO,1994-05,-0.48
CO,1994-06,-0.79
CO,1994-07,-1.65
CO,1994-08,-1.56
CO,1994-09,-1.68
CO,1994-10,0.54
CO,1994-11,1.08
CO,1994-12,0.73
CO,1995-01,0.69
CO,1995-02,0.55
CO,1995-03,0.84
CO,1995-04,1.71
CO,1995-05,3.84
CO,1995-06,4.82
CO,1995-07,5.03
CO,1995-08,4.51
CO,1995-09,4.58
CO,1995-10,3.69
CO,1995-11,2.9
CO,1995-12,2.15
CO,1996-01,2.25
CO,1996-02,2.15
CO,1996-03,1.79
CO,1996-04,1.23
CO,1996-05,0.87
CO,1996-06,0.82
CO,1996-07,0.9
CO,1996-08,0.74
CO,1996-09,1.43
CO,1996-10,1.6
CO,1996-11,1.73
CO,1996-12,1.73
CO,1997-01,2.24
CO,1997-02,2.36
CO,1997-03,1.47
CO,1997-04,2.18
CO,1997-05,1.92
CO,1997-06,2.39
CO,1997-07,2.57
CO,1997-08,3.82
CO,1997-09,4.37
CO,1997-10,4.8
CO,1997-11,4.8
CO,1997-12,4.51
CO,1998-01,4.24
CO,1998-02,4.26
CO,1998-03,4.58
CO,1998-04,4.35
CO,1998-05,3.12
CO,1998-06,2.62
CO,1998-07,3.62
CO,1998-08,3.32
CO,1998-09,2.4
CO,1998-10,3.07
CO,1998-11,2.85
CO,1998-12,-0.28
CO,1999-01,-0.21
CO,1999-02,-0.57
CO,1999-03,-1.52
CO,1999-04,1.93
CO,1999-05,2.39
CO,1999-06,2.51
CO,1999-07,3.13
CO,1999-08,4.29
CO,1999-09,4.15
CO,1999-10,-0.5
CO,1999-11,-1.48
CO,1999-12,-1.74
CO,2000-01,-1.61
CO,2000-02,-1.69
CO,2000-03,-1.12
CO,2000-04,-1.51
CO,2000-05,-2.22
CO,2000-06,-2.61
CO,2000-07,-3.14
CO,2000-08,-3.22
CO,2000-09,-3.15
CO,2000-10,-2.54
CO,2000-11,-2.42
CO,2000-12,-2.55
CO,2001-01,-2.58
CO,2001-02,-2.55
CO,2001-03,-2.73
CO,2001-04,-2.85
CO,2001-05,-2.28
CO,2001-06,-2.67
CO,2001-07,-2.46
CO,2001-08,-2.38
CO,2001-09,-2.62
CO,2001-10,-2.93
CO,2001-11,-2.89
CO,2001-12,-3.17
CO,2002-01,-3.56
CO,2002-02,-4.22
CO,2002-03,-4.74
CO,2002-04,-5.74
CO,2002-05,-6.79
CO,2002-06,-7.84
CO,2002-07,-9.0
CO,2002-08,-9.09
CO,2002-09,-7.85
CO,2002-10,-6.66
CO,2002-11,-6.12
CO,2002-12,-6.05
CO,2003-01,-6.27
CO,2003-02,-5.83
CO,2003-03,-5.31
CO,2003-04,-5.15
CO,2003-05,-5.01
CO,2003-06,-4.21
CO,2003-07,-4.86
CO,2003-08,-4.88
CO,2003-09,-4.43
CO,2003-10,-4.97
CO,2003-11,-4.28
CO,2003-12,-4.11
CO,2004-01,-4.03
CO,2004-02,-3.71
CO,2004-03,-4.73
CO,2004-04,-3.63
CO,2004-05,-4.47
CO,2004-06,0.05
CO,2004-07,0.18
CO,2004-08,0.16
CO,2004-09,0.76
CO,2004-10,0.83
CO,2004-11,1.28
CO,2004-12,0.96
CO,2005-01,1.66
CO,2005-02,1.8
CO,2005-03,1.8
CO,2005-04,1.82
CO,2005-05,1.25
CO,2005-06,1.74
CO,2005-07,-0.64
CO,2005-08,-0.4
CO,2005-09,-0.56
CO,2005-10,0.7
CO,2005-11,-0.35
CO,2005-12,-0.45
CO,2006-01,-0.58
CO,2006-02,-1.18
CO,2006-03,-1.3
CO,2006-04,-2.16
CO,2006-05,-3.2
CO,2006-06,-4.17
CO,2006-07,-0.04
CO,2006-08,0.3
CO,2006-09,1.0
CO,2006-10,2.15
CO,2006-11,1.67
CO,2006-12,1.95
CO,2007-01,1.89
CO,2007-02,1.83
CO,2007-03,-0.55
CO,2007-04,-0.29
CO,2007-05,-0.23
CO,2007-06,-0.32
CO,2007-07,-0.39
CO,2007-08,0.19
CO,2007-09,0.38
CO,2007-10,-0.2
CO,2007-11,-1.08
CO,2007-12,1.04
CO,2008-01,1.42
CO,2008-02,1.8
CO,2008-03,0.01
CO,2008-04,-0.19
CO,2008-05,-0.36
CO,2008-06,-0.55
CO,2008-07,-1.06
CO,2008-08,0.89
CO,2008-09,-0.24
CO,2008-10,-0.28
CO,2008-11,-0.74
CO,2008-12,-0.2
CO,2009-01,-0.31
CO,2009-02,-0.61
CO,2009-03,-1.17
CO,2009-04,0.4
CO,2009-05,0.17
CO,2009-06,1.12
CO,2009-07,1.63
CO,2009-08,1.11
CO,2009-09,1.1
CO,2009-10,1.94
CO,2009-11,1.27
CO,2009-12,1.41
CO,2010-01,1.25
CO,2010-02,1.38
CO,2010-03,1.53
CO,2010-04,1.68
CO,2010-05,1.23
CO,2010-06,1.05
CO,2010-07,1.19
CO,2010-08,1.37
CO,2010-09,-0.7
CO,2010-10,-0.67
CO,2010-11,-0.73
CO,2010-12,-0.28
CO,2011-01,-0.56
CO,2011-02,-0.52
CO,2011-03,-1.01
CO,2011-04,0.18
CO,2011-05,0.8
CO,2011-06,0.45
CO,2011-07,0.85
CO,2011-08,-0.38
CO,2011-09,-0.5
CO,2011-10,-0.19
CO,2011-11,-0.32
CO,2011-12,-0.54
CO,2012-01,-0.95
CO,2012-02,-0.89
CO,2012-03,-2.31
CO,2012-04,-3.04
CO,2012-05,-4.15
CO,2012-06,-5.67
CO,2012-07,-6.0
CO,2012-08,-6.75
CO,2012-09,-6.46
CO,2012-10,-6.28
CO,2012-11,-6.73
CO,2012-12,-6.27
CO,2013-01,-6.23
CO,2013-02,-6.35
CO,2013-03,-6.68
CO,2013-04,-6.09
CO,2013-05,-6.03
CO,2013-06,-6.71
CO,2013-07,-6.4
CO,2013-08,-5.9
CO,2013-09,1.74
CO,2013-10,1.99
CO,2013-11,1.81
CO,2013-12,1.42
CO,2014-01,1.34
CO,2014-02,1.31
CO,2014-03,0.83
CO,2014-04,0.43
CO,2014-05,0.47
CO,2014-06,0.18
CO,2014-07,0.66
CO,2014-08,1.26
CO,2014-09,1.64
CO,2014-10,-0.28
CO,2014-11,0.09
CO,2014-12,0.29
CO,2015-01,-0.29
CO,2015-02,-0.06
CO,2015-03,-0.92
CO,2015-04,-0.97
CO,2015-05,2.56
CO,2015-06,2.71
CO,2015-07,3.1
CO,2015-08,2.77
CO,2015-09,1.82
CO,2015-10,1.8
CO,2015-11,2.07
CO,2015-12,2.24
CT,1992-01,-0.52
CT,1992-02,-0.95
CT,1992-03,-0.72
CT,1992-04,-1.05
CT,1992-05,-1.68
CT,1992-06,1.1
CT,1992-07,1.45
CT,1992-08,2.22
CT,1992-09,2.0
CT,1992-10,1.65
CT,1992-11,2.12
CT,1992-12,2.46
CT,1993-01,1.88
CT,1993-02,1.58
CT,1993-03,2.34
CT,1993-04,2.33
CT,1993-05,-1.1
CT,1993-06,-1.52
CT,1993-07,-1.93
CT,1993-08,-2.55
CT,1993-09,0.46
CT,1993-10,0.55
CT,1993-11,0.47
CT,1993-12,0.92
CT,1994-01,1.47
CT,1994-02,1.16
CT,1994-03,1.66
CT,1994-04,-0.65
CT,1994-05,-0.7
CT,1994-06,-0.78
CT,1994-07,0.06
CT,1994-08,0.91
CT,1994-09,1.11
CT,1994-10,-0.6
CT,1994-11,-0.52
CT,1994-12,-0.27
CT,1995-01,-0.16
CT,1995-02,-0.3
CT,1995-03,-0.97
CT,1995-04,-1.34
CT,1995-05,-1.43
CT,1995-06,-2.06
CT,1995-07,-2.36
CT,1995-08,-2.9
CT,1995-09,-2.8
CT,1995-10,1.41
CT,1995-11,1.65
CT,1995-12,0.99
CT,1996-01,1.88
CT,1996-02,1.46
CT,1996-03,0.96
CT,1996-04,1.94
CT,1996-05,1.62
CT,1996-06,1.13
CT,1996-07,2.2
CT,1996-08,1.57
CT,1996-09,2.09
CT,1996-10,3.2
CT,1996-11,2.96
CT,1996-12,3.72
CT,1997-01,3.4
CT,1997-02,-0.54
CT,1997-03,-0.49
CT,1997-04,-0.28
CT,1997-05,-0.36
CT,1997-06,-0.99
CT,1997-07,-0.99
CT,1997-08,-0.32
CT,1997-09,-0.99
CT,1997-10,-1.51
CT,1997-11,0.52
CT,1997-12,0.27
CT,1998-01,0.54
CT,1998-02,0.75
CT,1998-03,1.24
CT,1998-04,1.15
CT,1998-05,1.44
CT,1998-06,2.59
CT,1998-07,0.01
CT,1998-08,-0.53
CT,1998-09,-0.95
CT,1998-10,-0.55
CT,1998-11,-1.1
CT,1998-12,-1.9
CT,1999-01,1.18
CT,1999-02,1.3
CT,1999-03,1.56
CT,1999-04,-1.06
CT,1999-05,-0.93
CT,1999-06,-1.97
CT,1999-07,-2.7
CT,1999-08,-3.12
CT,1999-09,1.66
CT,1999-10,1.96
CT,1999-11,1.36
CT,1999-12,0.85
CT,2000-01,0.68
CT,2000-02,0.34
CT,2000-03,0.1
CT,2000-04,0.42
CT,2000-05,0.47
CT,2000-06,1.28
CT,2000-07,2.21
CT,2000-08,2.02
CT,2000-09,1.96
CT,2000-10,-0.63
CT,2000-11,-0.73
CT,2000-12,-0.54
CT,2001-01,-0.9
CT,2001-02,-1.09
CT,2001-03,1.27
CT,2001-04,-0.97
CT,2001-05,-0.94
CT,2001-06,-0.02
CT,2001-07,-0.41
CT,2001-08,-0.58
CT,2001-09,-0.6
CT,2001-10,-1.38
CT,2001-11,-2.58
CT,2001-12,-3.22
CT,2002-01,-3.63
CT,2002-02,-3.98
CT,2002-03,-3.66
CT,2002-04,-3.57
CT,2002-05,0.44
CT,2002-06,0.85
CT,2002-07,0.34
CT,2002-08,0.02
CT,2002-09,0.12
CT,2002-10,0.36
CT,2002-11,0.84
CT,2002-12,1.02
CT,2003-01,-0.35
CT,2003-02,0.28
CT,2003-03,0.31
CT,2003-04,0.05
CT,2003-05,0.33
CT,2003-06,1.54
CT,2003-07,1.16
CT,2003-08,1.26
CT,2003-09,2.21
CT,2003-10,2.98
CT,2003-11,-0.36
CT,2003-12,0.41
CT,2004-01,-0.6
CT,2004-02,-0.99
CT,2004-03,-1.35
CT,2004-04,0.97
CT,2004-05,-0.28
CT,2004-06,-0.84
CT,2004-07,0.21
CT,2004-08,0.61
CT,2004-09,1.84
CT,2004-10,-0.28
CT,2004-11,-0.32
CT,2004-12,0.16
CT,2005-01,0.52
CT,2005-02,0.16
CT,2005-03,0.2
CT,2005-04,0.55
CT,2005-05,-0.33
CT,2005-06,-0.93
CT,2005-07,-1.08
CT,2005-08,-1.91
CT,2005-09,-2.45
CT,2005-10,3.62
CT,2005-11,3.37
CT,2005-12,3.14
CT,2006-01,3.51
CT,2006-02,2.83
CT,2006-03,1.35
CT,2006-04,1.36
CT,2006-05,2.2
CT,2006-06,3.83
CT,2006-07,3.17
CT,2006-08,3.19
CT,2006-09,2.62
CT,2006-10,3.45
CT,2006-11,3.57
CT,2006-12,2.54
CT,2007-01,2.18
CT,2007-02,1.43
CT,2007-03,1.69
CT,2007-04,3.18
CT,2007-05,-0.83
CT,2007-06,-0.93
CT,2007-07,-0.54
CT,2007-08,-1.14
CT,2007-09,-1.85
CT,2007-10,-2.05
CT,2007-11,-2.39
CT,2007-12,-1.88
CT,2008-01,-2.1
CT,2008-02,2.29
CT,2008-03,2.51
CT,2008-04,1.92
CT,2008-05,1.34
CT,2008-06,1.41
CT,2008-07,1.9
CT,2008-08,1.89
CT,2008-09,3.24
CT,2008-10,2.92
CT,2008-11,2.5
CT,2008-12,3.21
CT,2009-01,-0.23
CT,2009-02,-0.97
CT,2009-03,-1.5
CT,2009-04,-1.53
CT,2009-05,-1.47
CT,2009-06,1.19
CT,2009-07,3.02
CT,2009-08,2.73
CT,2009-09,1.95
CT,2009-10,2.58
CT,2009-11,1.76
CT,2009-12,2.1
CT,2010-01,1.63
CT,2010-02,2.05
CT,2010-03,3.59
CT,2010-04,-1.11
CT,2010-05,-1.52
CT,2010-06,-1.68
CT,2010-07,-1.91
CT,2010-08,-2.12
CT,2010-09,-2.54
CT,2010-10,0.32
CT,2010-11,-0.35
CT,2010-12,0.22
CT,2011-01,0.08
CT,2011-02,0.37
CT,2011-03,0.5
CT,2011-04,0.85
CT,2011-05,0.9
CT,2011-06,1.6
CT,2011-07,0.82
CT,2011-08,2.99
CT,2011-09,3.8
CT,2011-10,4.13
CT,2011-11,-0.29
CT,2011-12,-0.14
CT,2012-01,-0.41
CT,2012-02,-1.38
CT,2012-03,-2.55
CT,2012-04,-2.82
CT,2012-05,-2.78
CT,2012-06,-2.33
CT,2012-07,-2.14
CT,2012-08,-2.07
CT,2012-09,-1.5
CT,2012-10,-1.14
CT,2012-11,-2.01
CT,2012-12,-1.6
CT,2013-01,-2.09
CT,2013-02,-1.68
CT,2013-03,-2.12
CT,2013-04,-2.88
CT,2013-05,0.07
CT,2013-06,2.38
CT,2013-07,-0.15
CT,2013-08,-0.16
CT,2013-09,-0.47
CT,2013-10,-1.28
CT,2013-11,-1.52
CT,2013-12,-1.43
CT,2014-01,-1.59
CT,2014-02,-1.32
CT,2014-03,-1.05
CT,2014-04,-0.86
CT,2014-05,-0.6
CT,2014-06,-1.05
CT,2014-07,-0.69
CT,2014-08,-0.94
CT,2014-09,-1.71
CT,2014-10,-1.48
CT,2014-11,-1.42
CT,2014-12,-1.01
CT,2015-01,-0.98
CT,2015-02,-1.41
CT,2015-03,-1.53
CT,2015-04,-1.89
CT,2015-05,-2.87
CT,2015-06,-1.81
CT,2015-07,-2.0
CT,2015-08,-2.57
CT,2015-09,-2.72
CT,2015-10,-2.74
CT,2015-11,-3.43
CT,2015-12,-3.45
DE,1992-01,-2.82
DE,1992-02,-2.58
DE,1992-03,-2.3
DE,1992-04,-2.74
DE,1992-05,0.26
DE,1992-06,-0.12
DE,1992-07,-0.29
DE,1992-08,0.64
DE,1992-09,1.09
DE,1992-10,0.73
DE,1992-11,0.87
DE,1992-12,1.08
DE,1993-01,0.84
DE,1993-02,0.65
DE,1993-03,1.69
DE,1993-04,1.95
DE,1993-05,-0.35
DE,1993-06,-0.66
DE,1993-07,-1.51
DE,1993-08,-1.79
DE,1993-09,-0.04
DE,1993-10,0.1
DE,1993-11,-0.15
DE,1993-12,0.46
DE,1994-01,0.92
DE,1994-02,1.72
DE,1994-03,3.16
DE,1994-04,-0.4
DE,1994-05,-0.41
DE,1994-06,-0.86
DE,1994-07,-0.52
DE,1994-08,-0.3
DE,1994-09,-0.19
DE,1994-10,-0.91
DE,1994-11,-1.09
DE,1994-12,-1.72
DE,1995-01,-1.62
DE,1995-02,-1.71
DE,1995-03,-2.23
DE,1995-04,-2.49
DE,1995-05,-1.99
DE,1995-06,-2.11
DE,1995-07,-2.39
DE,1995-08,-3.23
DE,1995-09,-3.03
DE,1995-10,0.71
DE,1995-11,1.12
DE,1995-12,0.8
DE,1996-01,1.32
DE,1996-02,1.05
DE,1996-03,0.93
DE,1996-04,1.24
DE,1996-05,1.87
DE,1996-06,2.55
DE,1996-07,3.14
DE,1996-08,2.96
DE,1996-09,3.4
DE,1996-10,3.87
DE,1996-11,3.39
DE,1996-12,4.65
DE,1997-01,-0.33
DE,1997-02,-0.43
DE,1997-03,-0.12
DE,1997-04,-0.09
DE,1997-05,-0.27
DE,1997-06,-0.46
DE,1997-07,-0.94
DE,1997-08,-0.84
DE,1997-09,-1.35
DE,1997-10,-1.46
DE,1997-11,0.9
DE,1997-12,0.72
DE,1998-01,1.52
DE,1998-02,2.32
DE,1998-03,2.45
DE,1998-04,-0.26
DE,1998-05,-0.22
DE,1998-06,-0.16
DE,1998-07,-0.83
DE,1998-08,-1.26
DE,1998-09,-1.91
DE,1998-10,-2.28
DE,1998-11,-3.2
DE,1998-12,-3.71
DE,1999-01,-2.79
DE,1999-02,-2.68
DE,1999-03,-2.08
DE,1999-04,-2.14
DE,1999-05,-2.7
DE,1999-06,-3.07
DE,1999-07,-3.79
DE,1999-08,-3.71
DE,1999-09,2.07
DE,1999-10,2.37
DE,1999-11,1.79
DE,1999-12,1.45
DE,2000-01,1.3
DE,2000-02,0.69
DE,2000-03,1.54
DE,2000-04,1.52
DE,2000-05,1.11
DE,2000-06,1.45
DE,2000-07,2.09
DE,2000-08,2.1
DE,2000-09,2.73
DE,2000-10,-0.85
DE,2000-11,-0.98
DE,2000-12,-0.88
DE,2001-01,-0.89
DE,2001-02,-0.9
DE,2001-03,-0.13
DE,2001-04,-0.83
DE,2001-05,-0.79
DE,2001-06,0.52
DE,2001-07,0.93
DE,2001-08,1.42
DE,2001-09,-0.29
DE,2001-10,-1.01
DE,2001-11,-2.09
DE,2001-12,-2.78
DE,2002-01,-3.11
DE,2002-02,-3.94
DE,2002-03,-3.34
DE,2002-04,-3.0
DE,2002-05,-2.9
DE,2002-06,-2.9
DE,2002-07,-3.34
DE,2002-08,-3.8
DE,2002-09,0.57
DE,2002-10,1.98
DE,2002-11,2.81
DE,2002-12,2.93
DE,2003-01,1.99
DE,2003-02,3.25
DE,2003-03,2.92
DE,2003-04,2.64
DE,2003-05,2.84
DE,2003-06,3.72
DE,2003-07,3.81
DE,2003-08,3.7
DE,2003-09,4.17
DE,2003-10,4.31
DE,2003-11,4.58
DE,2003-12,5.11
DE,2004-01,4.21
DE,2004-02,3.42
DE,2004-03,2.52
DE,2004-04,2.95
DE,2004-05,2.1
DE,2004-06,1.78
DE,2004-07,2.02
DE,2004-08,2.39
DE,2004-09,2.24
DE,2004-10,1.67
DE,2004-11,1.91
DE,2004-12,1.59
DE,2005-01,1.81
DE,2005-02,1.22
DE,2005-03,1.25
DE,2005-04,1.19
DE,2005-05,1.51
DE,2005-06,1.61
DE,2005-07,1.74
DE,2005-08,-0.64
DE,2005-09,-1.89
DE,2005-10,1.5
DE,2005-11,1.54
DE,2005-12,1.66
DE,2006-01,0.03
DE,2006-02,-0.68
DE,2006-03,-1.98
DE,2006-04,-2.25
DE,2006-05,-2.7
DE,2006-06,2.18
DE,2006-07,2.3
DE,2006-08,1.25
DE,2006-09,2.07
DE,2006-10,2.89
DE,2006-11,3.52
DE,2006-12,-0.54
DE,2007-01,-0.39
DE,2007-02,-0.52
DE,2007-03,-0.72
DE,2007-04,1.02
DE,2007-05,-0.97
DE,2007-06,-1.25
DE,2007-07,-1.87
DE,2007-08,-2.25
DE,2007-09,-3.09
DE,2007-10,-2.75
DE,2007-11,-3.32
DE,2007-12,-2.87
DE,2008-01,-3.18
DE,2008-02,-2.65
DE,2008-03,-2.78
DE,2008-04,-2.69
DE,2008-05,-1.76
DE,2008-06,-1.78
DE,2008-07,-1.6
DE,2008-08,-2.45
DE,2008-09,-2.19
DE,2008-10,-2.6
DE,2008-11,-2.15
DE,2008-12,-1.32
DE,2009-01,-1.54
DE,2009-02,-2.57
DE,2009-03,-2.88
DE,2009-04,0.6
DE,2009-05,0.88
DE,2009-06,1.61
DE,2009-07,1.1
DE,2009-08,1.95
DE,2009-09,2.48
DE,2009-10,3.77
DE,2009-11,3.94
DE,2009-12,5.23
DE,2010-01,4.51
DE,2010-02,4.47
DE,2010-03,4.75
DE,2010-04,-0.86
DE,2010-05,-1.49
DE,2010-06,-2.34
DE,2010-07,-2.62
DE,2010-08,-3.0
DE,2010-09,-3.03
DE,2010-10,-2.12
DE,2010-11,-2.42
DE,2010-12,-2.58
DE,2011-01,-2.36
DE,2011-02,-2.47
DE,2011-03,-2.2
DE,2011-04,-2.27
DE,2011-05,-2.69
DE,2011-06,-3.28
DE,2011-07,-3.68
DE,2011-08,-1.98
DE,2011-09,-1.55
DE,2011-10,-1.37
DE,2011-11,-1.01
DE,2011-12,-1.0
DE,2012-01,-1.46
DE,2012-02,-1.81
DE,2012-03,-3.01
DE,2012-04,-3.29
DE,2012-05,-3.65
DE,2012-06,-3.66
DE,2012-07,-4.11
DE,2012-08,0.06
DE,2012-09,-0.14
DE,2012-10,1.52
DE,2012-11,-0.51
DE,2012-12,-0.27
DE,2013-01,-0.43
DE,2013-02,-0.54
DE,2013-03,-0.54
DE,2013-04,-0.51
DE,2013-05,-0.82
DE,2013-06,2.17
DE,2013-07,2.71
DE,2013-08,3.07
DE,2013-09,2.12
DE,2013-10,2.26
DE,2013-11,1.97
DE,2013-12,2.4
DE,2014-01,2.08
DE,2014-02,2.56
DE,2014-03,2.38
DE,2014-04,2.48
DE,2014-05,-0.36
DE,2014-06,-0.75
DE,2014-07,-0.48
DE,2014-08,-0.48
DE,2014-09,-0.55
DE,2014-10,-0.97
DE,2014-11,0.06
DE,2014-12,0.2
DE,2015-01,0.8
DE,2015-02,0.48
DE,2015-03,0.74
DE,2015-04,-0.22
DE,2015-05,-1.21
DE,2015-06,1.75
DE,2015-07,-0.18
DE,2015-08,-0.66
DE,2015-09,-0.99
DE,2015-10,-0.78
DE,2015-11,-1.03
DE,2015-12,-0.81
FL,1992-01,0.29
FL,1992-02,0.49
FL,1992-03,-0.15
FL,1992-04,-0.13
FL,1992-05,-0.64
FL,1992-06,1.48
FL,1992-07,-0.9
FL,1992-08,0.78
FL,1992-09,0.24
FL,1992-10,0.34
FL,1992-11,1.34
FL,1992-12,0.76
FL,1993-01,1.72
FL,1993-02,1.62
FL,1993-03,1.96
FL,1993-04,-0.11
FL,1993-05,-0.47
FL,1993-06,-1.22
FL,1993-07,-2.11
FL,1993-08,-3.08
FL,1993-09,-3.37
FL,1993-10,0.56
FL,1993-11,-0.34
FL,1993-12,-0.58
FL,1994-01,1.09
FL,1994-02,-0.45
FL,1994-03,-0.52
FL,1994-04,-0.52
FL,1994-05,-0.92
FL,1994-06,0.55
FL,1994-07,0.85
FL,1994-08,1.41
FL,1994-09,1.92
FL,1994-10,2.65
FL,1994-11,2.88
FL,1994-12,2.93
FL,1995-01,2.89
FL,1995-02,2.24
FL,1995-03,1.77
FL,1995-04,1.76
FL,1995-05,1.2
FL,1995-06,1.67
FL,1995-07,1.59
FL,1995-08,2.39
FL,1995-09,1.84
FL,1995-10,2.97
FL,1995-11,3.0
FL,1995-12,2.52
FL,1996-01,2.55
FL,1996-02,1.89
FL,1996-03,2.95
FL,1996-04,2.74
FL,1996-05,-0.1
FL,1996-06,0.17
FL,1996-07,-0.78
FL,1996-08,-0.85
FL,1996-09,-1.28
FL,1996-10,0.82
FL,1996-11,-0.39
FL,1996-12,-0.17
FL,1997-01,-0.08
FL,1997-02,-0.55
FL,1997-03,-1.21
FL,1997-04,1.11
FL,1997-05,0.94
FL,1997-06,1.07
FL,1997-07,0.02
FL,1997-08,-0.27
FL,1997-09,-0.63
FL,1997-10,0.05
FL,1997-11,1.39
FL,1997-12,3.25
FL,1998-01,3.48
FL,1998-02,4.98
FL,1998-03,5.28
FL,1998-04,-0.69
FL,1998-05,-1.67
FL,1998-06,-3.52
FL,1998-07,-3.75
FL,1998-08,-4.17
FL,1998-09,-2.26
FL,1998-10,-2.79
FL,1998-11,-2.52
FL,1998-12,-3.01
FL,1999-01,-2.42
FL,1999-02,-2.94
FL,1999-03,-3.25
FL,1999-04,-3.67
FL,1999-05,-3.46
FL,1999-06,-2.32
FL,1999-07,-2.75
FL,1999-08,-2.73
FL,1999-09,-2.4
FL,1999-10,-1.69
FL,1999-11,-1.52
FL,1999-12,-1.51
FL,2000-01,-1.56
FL,2000-02,-2.19
FL,2000-03,-2.55
FL,2000-04,-2.59
FL,2000-05,-3.61
FL,2000-06,-3.96
FL,2000-07,-4.4
FL,2000-08,-5.18
FL,2000-09,-4.25
FL,2000-10,-4.45
FL,2000-11,-4.3
FL,2000-12,-4.44
FL,2001-01,-4.47
FL,2001-02,-5.22
FL,2001-03,-4.11
FL,2001-04,-4.48
FL,2001-05,-4.69
FL,2001-06,-4.0
FL,2001-07,-2.98
FL,2001-08,-2.71
FL,2001-09,-0.99
FL,2001-10,-1.11
FL,2001-11,-1.41
FL,2001-12,-2.03
FL,2002-01,-1.85
FL,2002-02,-1.83
FL,2002-03,-2.1
FL,2002-04,-2.4
FL,2002-05,-2.9
FL,2002-06,0.91
FL,2002-07,0.99
FL,2002-08,1.11
FL,2002-09,0.92
FL,2002-10,0.66
FL,2002-11,1.27
FL,2002-12,2.77
FL,2003-01,2.21
FL,2003-02,2.14
FL,2003-03,2.48
FL,2003-04,2.15
FL,2003-05,1.87
FL,2003-06,2.9
FL,2003-07,2.66
FL,2003-08,3.07
FL,2003-09,-0.15
FL,2003-10,-0.49
FL,2003-11,-0.59
FL,2003-12,-0.56
FL,2004-01,-0.63
FL,2004-02,0.73
FL,2004-03,-0.95
FL,2004-04,-1.1
FL,2004-05,-1.95
FL,2004-06,-1.73
FL,2004-07,-1.97
FL,2004-08,0.79
FL,2004-09,2.66
FL,2004-10,-0.47
FL,2004-11,-0.52
FL,2004-12,-0.51
FL,2005-01,-0.89
FL,2005-02,-1.09
FL,2005-03,0.68
FL,2005-04,1.45
FL,2005-05,1.43
FL,2005-06,2.75
FL,2005-07,-0.07
FL,2005-08,-0.1
FL,2005-09,-0.93
FL,2005-10,0.35
FL,2005-11,0.49
FL,2005-12,0.93
FL,2006-01,-0.56
FL,2006-02,-0.14
FL,2006-03,-1.21
FL,2006-04,-1.96
FL,2006-05,-2.54
FL,2006-06,-3.01
FL,2006-07,-3.55
FL,2006-08,-3.89
FL,2006-09,-4.12
FL,2006-10,-4.56
FL,2006-11,-4.65
FL,2006-12,-4.7
FL,2007-01,-4.57
FL,2007-02,-4.45
FL,2007-03,-5.02
FL,2007-04,-4.92
FL,2007-05,-5.54
FL,2007-06,-5.52
